trt	ano	mes	recebidos
6	2009	2	1538
7	2009	2	637
8	2009	2	1062
9	2009	2	3346
10	2009	2	1105
11	2009	2	821
12	2009	2	1586
13	2009	2	649
14	2009	2	246
15	2009	2	6111
16	2009	2	467
17	2009	2	902
18	2009	2	951
19	2009	2	336
20	2009	2	382
21	2009	2	792
22	2009	2	318
23	2009	2	419
24	2009	2	541
1	2009	3	4739
2	2009	3	10313
3	2009	3	6898
4	2009	3	6226
5	2009	3	3154
6	2009	3	1788
7	2009	3	740
8	2009	3	1388
9	2009	3	3829
10	2009	3	1217
11	2009	3	1086
12	2009	3	2515
13	2009	3	826
14	2009	3	382
15	2009	3	6869
16	2009	3	612
17	2009	3	1332
18	2009	3	1326
19	2009	3	536
20	2009	3	413
21	2009	3	1053
22	2009	3	473
23	2009	3	611
24	2009	3	609
1	2009	4	3508
2	2009	4	11097
3	2009	4	5304
4	2009	4	6259
5	2009	4	2662
6	2009	4	1517
7	2009	4	730
8	2009	4	1273
9	2009	4	3086
10	2009	4	1357
11	2009	4	627
12	2009	4	2198
13	2009	4	863
14	2009	4	357
15	2009	4	6434
16	2009	4	473
17	2009	4	1196
18	2009	4	988
19	2009	4	356
20	2009	4	500
21	2009	4	786
22	2009	4	345
23	2009	4	542
24	2009	4	612
1	2009	5	4592
2	2009	5	14123
3	2009	5	6144
4	2009	5	6577
5	2009	5	3316
6	2009	5	1643
7	2009	5	935
8	2009	5	1416
9	2009	5	4064
10	2009	5	1540
11	2009	5	833
12	2009	5	2509
13	2009	5	761
14	2009	5	411
15	2009	5	7536
16	2009	5	288
17	2009	5	1340
18	2009	5	1232
19	2009	5	435
20	2009	5	479
21	2009	5	1121
22	2009	5	393
23	2009	5	604
24	2009	5	653
1	2009	6	4749
2	2009	6	16309
3	2009	6	6183
4	2009	6	6067
5	2009	6	3031
6	2009	6	1933
7	2009	6	1059
8	2009	6	1498
9	2009	6	4426
10	2009	6	1616
11	2009	6	921
12	2009	6	2419
13	2009	6	843
14	2009	6	327
15	2009	6	7787
16	2009	6	498
17	2009	6	1347
18	2009	6	1459
19	2009	6	460
20	2009	6	520
21	2009	6	1464
22	2009	6	596
23	2009	6	578
24	2009	6	869
1	2009	7	5080
2	2009	7	10661
3	2009	7	7189
4	2009	7	6549
5	2009	7	3793
6	2009	7	1825
7	2009	7	643
8	2009	7	1357
9	2009	7	4366
10	2009	7	1667
11	2009	7	1066
12	2009	7	2554
13	2009	7	950
14	2009	7	481
15	2009	7	7056
16	2009	7	449
17	2009	7	1325
18	2009	7	1388
19	2009	7	473
20	2009	7	512
21	2009	7	1223
22	2009	7	567
23	2009	7	642
24	2009	7	643
1	2009	8	4464
2	2009	8	10719
3	2009	8	7056
4	2009	8	6137
5	2009	8	3262
6	2009	8	2788
7	2009	8	1101
8	2009	8	1264
9	2009	8	3584
10	2009	8	1480
11	2009	8	1132
12	2009	8	2428
13	2009	8	1128
14	2009	8	338
15	2009	8	7181
16	2009	8	474
17	2009	8	1414
18	2009	8	1241
19	2009	8	549
20	2009	8	427
21	2009	8	986
22	2009	8	632
23	2009	8	494
24	2009	8	597
1	2009	9	4738
2	2009	9	12422
3	2009	9	6963
4	2009	9	6239
5	2009	9	4030
6	2009	9	1455
7	2009	9	1187
8	2009	9	1437
9	2009	9	3516
10	2009	9	1708
11	2009	9	1024
12	2009	9	2290
13	2009	9	883
14	2009	9	375
15	2009	9	7762
16	2009	9	668
17	2009	9	1180
18	2009	9	1290
19	2009	9	520
20	2009	9	591
21	2009	9	1493
22	2009	9	627
23	2009	9	780
24	2009	9	834
1	2009	10	2998
2	2009	10	11122
3	2009	10	6567
4	2009	10	5195
5	2009	10	3868
6	2009	10	2784
7	2009	10	1084
8	2009	10	1263
9	2009	10	4098
10	2009	10	1531
11	2009	10	973
12	2009	10	2167
13	2009	10	974
14	2009	10	389
15	2009	10	7772
16	2009	10	566
17	2009	10	1261
18	2009	10	1372
19	2009	10	528
20	2009	10	435
21	2009	10	1632
22	2009	10	395
23	2009	10	655
24	2009	10	601
1	2009	11	5596
2	2009	11	9422
3	2009	11	6587
4	2009	11	4942
5	2009	11	2382
6	2009	11	1514
7	2009	11	871
8	2009	11	1146
9	2009	11	3856
10	2009	11	1687
11	2009	11	694
12	2009	11	1957
13	2009	11	696
14	2009	11	268
15	2009	11	6531
16	2009	11	756
17	2009	11	1225
18	2009	11	1326
19	2009	11	513
20	2009	11	464
21	2009	11	994
22	2009	11	626
23	2009	11	604
24	2009	11	748
1	2009	12	3163
2	2009	12	5410
3	2009	12	4614
4	2009	12	3914
5	2009	12	1636
6	2009	12	1569
7	2009	12	727
8	2009	12	580
9	2009	12	2181
10	2009	12	1206
11	2009	12	385
12	2009	12	1316
13	2009	12	589
14	2009	12	191
15	2009	12	4359
16	2009	12	452
17	2009	12	1122
18	2009	12	941
19	2009	12	410
20	2009	12	239
21	2009	12	1104
22	2009	12	436
23	2009	12	433
24	2009	12	466
1	2010	1	2039
2	2010	1	7437
3	2010	1	2615
4	2010	1	3848
5	2010	1	2253
6	2010	1	1527
7	2010	1	377
8	2010	1	743
9	2010	1	2591
10	2010	1	350
11	2010	1	625
12	2010	1	1729
13	2010	1	1089
14	2010	1	367
15	2010	1	8122
16	2010	1	221
17	2010	1	867
18	2010	1	1017
19	2010	1	440
20	2010	1	303
21	2010	1	1123
22	2010	1	438
23	2010	1	602
24	2010	1	308
1	2010	2	3715
2	2010	2	9224
3	2010	2	4795
4	2010	2	3830
5	2010	2	2802
6	2010	2	1511
7	2010	2	876
8	2010	2	1456
9	2010	2	2889
10	2010	2	1035
11	2010	2	506
12	2010	2	1795
13	2010	2	1106
14	2010	2	380
15	2010	2	6499
16	2010	2	680
17	2010	2	1176
18	2010	2	1406
19	2010	2	378
20	2010	2	389
21	2010	2	810
22	2010	2	699
23	2010	2	498
24	2010	2	532
1	2010	3	5611
2	2010	3	14799
3	2010	3	8483
4	2010	3	6011
5	2010	3	1644
6	2010	3	2681
7	2010	3	1156
8	2010	3	1547
9	2010	3	4700
10	2010	3	1446
11	2010	3	649
12	2010	3	2656
13	2010	3	1113
14	2010	3	526
15	2010	3	9080
16	2010	3	855
17	2010	3	1337
18	2010	3	1542
19	2010	3	581
20	2010	3	445
21	2010	3	1204
22	2010	3	702
23	2010	3	784
24	2010	3	775
1	2010	4	5721
2	2010	4	14356
3	2010	4	6160
4	2010	4	5749
5	2010	4	4090
6	2010	4	2212
7	2010	4	946
8	2010	4	1342
9	2010	4	3915
10	2010	4	1330
11	2010	4	684
12	2010	4	2262
13	2010	4	1200
14	2010	4	369
15	2010	4	8529
16	2010	4	1038
17	2010	4	1038
18	2010	4	1459
19	2010	4	548
20	2010	4	752
21	2010	4	1156
22	2010	4	653
23	2010	4	680
24	2010	4	597
1	2010	5	5739
2	2010	5	9923
3	2010	5	6872
4	2010	5	4484
5	2010	5	2298
6	2010	5	2071
7	2010	5	1143
8	2010	5	1280
9	2010	5	3001
10	2010	5	1674
11	2010	5	626
12	2010	5	2127
13	2010	5	545
14	2010	5	432
15	2010	5	7496
16	2010	5	521
17	2010	5	1244
18	2010	5	1420
19	2010	5	623
20	2010	5	474
21	2010	5	1592
22	2010	5	536
23	2010	5	508
24	2010	5	684
1	2010	6	4912
2	2010	6	6739
3	2010	6	6633
4	2010	6	3453
5	2010	6	755
6	2010	6	1562
7	2010	6	786
8	2010	6	887
9	2010	6	2204
10	2010	6	1474
11	2010	6	378
12	2010	6	2065
13	2010	6	407
14	2010	6	445
15	2010	6	6249
16	2010	6	498
17	2010	6	1012
18	2010	6	1396
19	2010	6	450
20	2010	6	374
21	2010	6	838
22	2010	6	638
23	2010	6	553
24	2010	6	604
1	2010	7	5220
2	2010	7	6619
3	2010	7	6277
4	2010	7	5769
5	2010	7	1175
6	2010	7	1932
7	2010	7	1122
8	2010	7	1356
9	2010	7	3142
10	2010	7	1710
11	2010	7	684
12	2010	7	2320
13	2010	7	987
14	2010	7	429
15	2010	7	9176
16	2010	7	596
17	2010	7	1379
18	2010	7	1693
19	2010	7	583
20	2010	7	524
21	2010	7	1026
22	2010	7	497
23	2010	7	621
24	2010	7	933
1	2010	8	5708
2	2010	8	11132
3	2010	8	7043
4	2010	8	5636
5	2010	8	4457
6	2010	8	2142
7	2010	8	1354
8	2010	8	1593
9	2010	8	4676
10	2010	8	1713
11	2010	8	883
12	2010	8	2465
13	2010	8	1054
14	2010	8	370
15	2010	8	9452
16	2010	8	753
17	2010	8	1540
18	2010	8	1558
19	2010	8	775
20	2010	8	535
21	2010	8	711
22	2010	8	673
23	2010	8	612
24	2010	8	709
1	2010	9	5340
2	2010	9	13207
3	2010	9	7020
4	2010	9	5800
5	2010	9	5043
6	2010	9	2315
7	2010	9	779
8	2010	9	1285
9	2010	9	4715
10	2010	9	1704
11	2010	9	749
12	2010	9	2280
13	2010	9	1175
14	2010	9	797
15	2010	9	7593
16	2010	9	820
17	2010	9	1505
18	2010	9	1543
19	2010	9	484
20	2010	9	547
21	2010	9	1108
22	2010	9	516
23	2010	9	759
24	2010	9	774
1	2010	10	5595
2	2010	10	11897
3	2010	10	6431
4	2010	10	5432
5	2010	10	3978
6	2010	10	2005
7	2010	10	801
8	2010	10	830
9	2010	10	4550
10	2010	10	1879
11	2010	10	730
12	2010	10	2294
13	2010	10	717
14	2010	10	545
15	2010	10	8491
16	2010	10	745
17	2010	10	1540
18	2010	10	1213
19	2010	10	568
20	2010	10	450
21	2010	10	865
22	2010	10	592
23	2010	10	622
24	2010	10	514
1	2010	11	5945
2	2010	11	10944
3	2010	11	6335
4	2010	11	5268
5	2010	11	3107
6	2010	11	1978
7	2010	11	833
8	2010	11	1191
9	2010	11	5331
10	2010	11	1589
11	2010	11	619
12	2010	11	1913
13	2010	11	917
14	2010	11	386
15	2010	11	7849
16	2010	11	702
17	2010	11	1298
18	2010	11	1494
19	2010	11	706
20	2010	11	565
21	2010	11	721
22	2010	11	381
23	2010	11	525
24	2010	11	579
1	2010	12	3786
2	2010	12	6782
3	2010	12	4671
4	2010	12	4393
5	2010	12	1737
6	2010	12	1437
7	2010	12	256
8	2010	12	548
9	2010	12	2882
10	2010	12	1059
11	2010	12	421
12	2010	12	1183
13	2010	12	521
14	2010	12	107
15	2010	12	4132
16	2010	12	451
17	2010	12	845
18	2010	12	718
19	2010	12	368
20	2010	12	366
21	2010	12	399
22	2010	12	262
23	2010	12	363
24	2010	12	380
1	2011	1	5184
2	2011	1	7229
3	2011	1	4499
4	2011	1	3560
5	2011	1	1885
6	2011	1	1216
7	2011	1	866
8	2011	1	693
9	2011	1	2667
10	2011	1	1113
11	2011	1	637
12	2011	1	1623
13	2011	1	1075
14	2011	1	559
15	2011	1	5912
16	2011	1	434
17	2011	1	924
18	2011	1	1072
19	2011	1	290
20	2011	1	326
21	2011	1	302
22	2011	1	65
23	2011	1	289
24	2011	1	455
1	2011	2	6915
2	2011	2	11728
3	2011	2	7334
4	2011	2	4738
5	2011	2	4059
6	2011	2	1576
7	2011	2	1107
8	2011	2	1237
9	2011	2	4782
10	2011	2	1788
11	2011	2	773
12	2011	2	2473
13	2011	2	847
14	2011	2	600
15	2011	2	7700
16	2011	2	677
17	2011	2	1499
18	2011	2	1862
19	2011	2	528
20	2011	2	475
21	2011	2	611
22	2011	2	796
23	2011	2	666
24	2011	2	748
1	2011	3	6983
2	2011	3	13992
3	2011	3	6510
4	2011	3	5914
5	2011	3	3995
6	2011	3	2020
7	2011	3	671
8	2011	3	1224
9	2011	3	4452
10	2011	3	1743
11	2011	3	721
12	2011	3	2399
13	2011	3	662
14	2011	3	235
15	2011	3	7738
16	2011	3	796
17	2011	3	1581
18	2011	3	1546
19	2011	3	620
20	2011	3	488
21	2011	3	752
22	2011	3	820
23	2011	3	736
24	2011	3	905
1	2011	4	6138
2	2011	4	12697
3	2011	4	6232
4	2011	4	6020
5	2011	4	3645
6	2011	4	1618
7	2011	4	900
8	2011	4	1034
9	2011	4	4211
10	2011	4	1599
11	2011	4	768
12	2011	4	2216
13	2011	4	628
14	2011	4	295
15	2011	4	7327
16	2011	4	745
17	2011	4	1352
18	2011	4	1337
19	2011	4	534
20	2011	4	443
21	2011	4	667
22	2011	4	721
23	2011	4	547
24	2011	4	750
1	2011	5	8557
2	2011	5	14679
3	2011	5	8697
4	2011	5	6562
5	2011	5	4171
6	2011	5	2263
7	2011	5	900
8	2011	5	1279
9	2011	5	6306
10	2011	5	1698
11	2011	5	1022
12	2011	5	2761
13	2011	5	912
14	2011	5	493
15	2011	5	9671
16	2011	5	1744
17	2011	5	1536
18	2011	5	1699
19	2011	5	565
20	2011	5	706
21	2011	5	1041
22	2011	5	1022
23	2011	5	717
24	2011	5	1021
1	2011	6	7402
2	2011	6	12459
3	2011	6	7899
4	2011	6	5968
5	2011	6	2559
6	2011	6	1965
7	2011	6	772
8	2011	6	1255
9	2011	6	4381
10	2011	6	1841
11	2011	6	996
12	2011	6	1976
13	2011	6	629
14	2011	6	656
15	2011	6	8919
16	2011	6	1102
17	2011	6	1249
18	2011	6	1413
19	2011	6	501
20	2011	6	640
21	2011	6	751
22	2011	6	738
23	2011	6	731
24	2011	6	666
1	2011	7	8582
2	2011	7	12463
3	2011	7	7181
4	2011	7	5931
5	2011	7	2414
6	2011	7	2074
7	2011	7	462
8	2011	7	1009
9	2011	7	4207
10	2011	7	1780
11	2011	7	917
12	2011	7	2253
13	2011	7	585
14	2011	7	586
15	2011	7	9268
16	2011	7	973
17	2011	7	1347
18	2011	7	1448
19	2011	7	412
20	2011	7	501
21	2011	7	956
22	2011	7	537
23	2011	7	630
24	2011	7	891
1	2011	8	9226
2	2011	8	12842
3	2011	8	7983
4	2011	8	7149
5	2011	8	2642
6	2011	8	2264
7	2011	8	916
8	2011	8	1471
9	2011	8	6049
10	2011	8	1796
11	2011	8	1184
12	2011	8	2980
13	2011	8	744
14	2011	8	409
15	2011	8	9482
16	2011	8	798
17	2011	8	1777
18	2011	8	1390
19	2011	8	578
20	2011	8	596
21	2011	8	973
22	2011	8	645
23	2011	8	545
24	2011	8	1038
1	2011	9	9263
2	2011	9	14332
3	2011	9	7924
4	2011	9	5046
5	2011	9	2648
6	2011	9	2130
7	2011	9	758
8	2011	9	1406
9	2011	9	3580
10	2011	9	1901
11	2011	9	1048
12	2011	9	2324
13	2011	9	698
14	2011	9	594
15	2011	9	9102
16	2011	9	726
17	2011	9	1492
18	2011	9	1532
19	2011	9	487
20	2011	9	577
21	2011	9	1038
22	2011	9	697
23	2011	9	532
24	2011	9	849
1	2011	10	7267
2	2011	10	8484
3	2011	10	6045
4	2011	10	5123
5	2011	10	2332
6	2011	10	1854
7	2011	10	962
8	2011	10	1279
9	2011	10	4546
10	2011	10	1650
11	2011	10	708
12	2011	10	2134
13	2011	10	464
14	2011	10	395
15	2011	10	6036
16	2011	10	625
17	2011	10	1682
18	2011	10	1042
19	2011	10	468
20	2011	10	500
21	2011	10	741
22	2011	10	438
23	2011	10	434
24	2011	10	609
1	2011	11	6015
2	2011	11	7114
3	2011	11	5719
4	2011	11	3895
5	2011	11	1753
6	2011	11	1460
7	2011	11	723
8	2011	11	1045
9	2011	11	4780
10	2011	11	1597
11	2011	11	528
12	2011	11	2411
13	2011	11	288
14	2011	11	365
15	2011	11	5799
16	2011	11	553
17	2011	11	997
18	2011	11	1001
19	2011	11	414
20	2011	11	710
21	2011	11	415
22	2011	11	393
23	2011	11	387
24	2011	11	574
1	2011	12	2487
2	2011	12	3700
3	2011	12	3123
4	2011	12	3578
5	2011	12	959
6	2011	12	1141
7	2011	12	518
8	2011	12	868
9	2011	12	1659
10	2011	12	750
11	2011	12	320
12	2011	12	833
13	2011	12	1613
14	2011	12	42
15	2011	12	4505
16	2011	12	367
17	2011	12	713
18	2011	12	748
19	2011	12	55
20	2011	12	259
21	2011	12	509
22	2011	12	415
23	2011	12	180
24	2011	12	372
1	2012	1	4048
2	2012	1	5583
3	2012	1	5550
4	2012	1	2547
5	2012	1	1594
6	2012	1	-9999
7	2012	1	197
8	2012	1	846
9	2012	1	2782
10	2012	1	444
11	2012	1	527
12	2012	1	1476
13	2012	1	475
14	2012	1	4
15	2012	1	5392
16	2012	1	354
17	2012	1	947
18	2012	1	754
19	2012	1	296
20	2012	1	422
21	2012	1	682
22	2012	1	317
23	2012	1	182
24	2012	1	356
1	2012	2	5389
2	2012	2	12174
3	2012	2	6700
4	2012	2	4027
5	2012	2	2588
6	2012	2	2474
7	2012	2	852
8	2012	2	1264
9	2012	2	4260
10	2012	2	1586
11	2012	2	617
12	2012	2	2730
13	2012	2	555
14	2012	2	4
15	2012	2	7852
16	2012	2	351
17	2012	2	1445
18	2012	2	1178
19	2012	2	331
20	2012	2	423
21	2012	2	715
22	2012	2	647
23	2012	2	-9999
24	2012	2	674
1	2012	3	7193
2	2012	3	15421
3	2012	3	8990
4	2012	3	6035
5	2012	3	4582
6	2012	3	3323
7	2012	3	839
8	2012	3	1301
9	2012	3	5514
10	2012	3	2086
11	2012	3	1822
12	2012	3	2705
13	2012	3	838
14	2012	3	4
15	2012	3	10048
16	2012	3	596
17	2012	3	1747
18	2012	3	1408
19	2012	3	535
20	2012	3	758
21	2012	3	842
22	2012	3	943
23	2012	3	774
24	2012	3	941
1	2012	4	5676
2	2012	4	11640
3	2012	4	7196
4	2012	4	4661
5	2012	4	4066
6	2012	4	2809
7	2012	4	692
8	2012	4	1176
9	2012	4	4402
10	2012	4	1603
11	2012	4	633
12	2012	4	2424
13	2012	4	669
14	2012	4	4
15	2012	4	8007
16	2012	4	685
17	2012	4	1188
18	2012	4	1100
19	2012	4	405
20	2012	4	510
21	2012	4	1041
22	2012	4	941
23	2012	4	626
24	2012	4	713
1	2012	5	7291
2	2012	5	14517
3	2012	5	8503
4	2012	5	6211
5	2012	5	5148
6	2012	5	3206
7	2012	5	1027
8	2012	5	1482
9	2012	5	5254
10	2012	5	2065
11	2012	5	878
12	2012	5	2994
13	2012	5	823
14	2012	5	13
15	2012	5	10568
16	2012	5	718
17	2012	5	1781
18	2012	5	1598
19	2012	5	471
20	2012	5	642
21	2012	5	850
22	2012	5	868
23	2012	5	771
24	2012	5	906
1	2012	6	5732
2	2012	6	12078
3	2012	6	8025
4	2012	6	5510
5	2012	6	4757
6	2012	6	3116
7	2012	6	806
8	2012	6	1383
9	2012	6	4525
10	2012	6	1811
11	2012	6	726
12	2012	6	2540
13	2012	6	717
14	2012	6	780
15	2012	6	10059
16	2012	6	534
17	2012	6	1171
18	2012	6	1275
19	2012	6	291
20	2012	6	799
21	2012	6	757
22	2012	6	884
23	2012	6	734
24	2012	6	682
1	2012	7	7967
2	2012	7	12474
3	2012	7	7592
4	2012	7	5242
5	2012	7	4875
6	2012	7	3529
7	2012	7	1107
8	2012	7	1454
9	2012	7	5486
10	2012	7	1777
11	2012	7	886
12	2012	7	2540
13	2012	7	921
14	2012	7	758
15	2012	7	12190
16	2012	7	424
17	2012	7	1725
18	2012	7	1455
19	2012	7	613
20	2012	7	631
21	2012	7	923
22	2012	7	691
23	2012	7	955
24	2012	7	820
1	2012	8	8630
2	2012	8	11122
3	2012	8	8508
4	2012	8	5520
5	2012	8	5397
6	2012	8	-9999
7	2012	8	778
8	2012	8	1498
9	2012	8	5709
10	2012	8	1856
11	2012	8	847
12	2012	8	2704
13	2012	8	859
14	2012	8	1602
15	2012	8	12761
16	2012	8	564
17	2012	8	1445
18	2012	8	1404
19	2012	8	534
20	2012	8	424
21	2012	8	1052
22	2012	8	1125
23	2012	8	966
24	2012	8	990
1	2012	9	7012
2	2012	9	10675
3	2012	9	6437
4	2012	9	4116
5	2012	9	4116
6	2012	9	3118
7	2012	9	750
8	2012	9	1343
9	2012	9	4979
10	2012	9	1344
11	2012	9	613
12	2012	9	2287
13	2012	9	896
14	2012	9	622
15	2012	9	11280
16	2012	9	346
17	2012	9	1351
18	2012	9	1261
19	2012	9	444
20	2012	9	539
21	2012	9	650
22	2012	9	464
23	2012	9	684
24	2012	9	697
1	2012	10	7714
2	2012	10	13976
3	2012	10	7892
4	2012	10	5454
5	2012	10	4518
6	2012	10	3405
7	2012	10	741
8	2012	10	1528
9	2012	10	5120
10	2012	10	1918
11	2012	10	945
12	2012	10	2645
13	2012	10	872
14	2012	10	1258
15	2012	10	11137
16	2012	10	658
17	2012	10	1721
18	2012	10	1327
19	2012	10	611
20	2012	10	431
21	2012	10	782
22	2012	10	500
23	2012	10	752
24	2012	10	727
1	2012	11	5734
2	2012	11	8982
3	2012	11	7375
4	2012	11	4622
5	2012	11	3338
6	2012	11	2867
7	2012	11	764
8	2012	11	1052
9	2012	11	4191
10	2012	11	1703
11	2012	11	630
12	2012	11	2127
13	2012	11	739
14	2012	11	1792
15	2012	11	7986
16	2012	11	646
17	2012	11	1261
18	2012	11	1078
19	2012	11	375
20	2012	11	455
21	2012	11	608
22	2012	11	522
23	2012	11	796
24	2012	11	537
1	2012	12	3860
2	2012	12	8518
3	2012	12	4703
4	2012	12	3640
5	2012	12	2196
6	2012	12	2308
7	2012	12	361
8	2012	12	731
9	2012	12	3004
10	2012	12	1200
11	2012	12	615
12	2012	12	1497
13	2012	12	543
14	2012	12	616
15	2012	12	7696
16	2012	12	466
17	2012	12	1113
18	2012	12	866
19	2012	12	240
20	2012	12	288
21	2012	12	517
22	2012	12	494
23	2012	12	542
24	2012	12	17
1	2013	1	5500
2	2013	1	10064
3	2013	1	4536
4	2013	1	4101
5	2013	1	2879
6	2013	1	1541
7	2013	1	662
8	2013	1	846
9	2013	1	2196
10	2013	1	803
11	2013	1	764
12	2013	1	1423
13	2013	1	425
14	2013	1	544
15	2013	1	8628
16	2013	1	389
17	2013	1	920
18	2013	1	735
19	2013	1	286
20	2013	1	328
21	2013	1	527
22	2013	1	537
23	2013	1	572
24	2013	1	1090
1	2013	2	4401
2	2013	2	11065
3	2013	2	6292
4	2013	2	4808
5	2013	2	3056
6	2013	2	1886
7	2013	2	364
8	2013	2	1020
9	2013	2	3575
10	2013	2	1719
11	2013	2	607
12	2013	2	1824
13	2013	2	725
14	2013	2	556
15	2013	2	7373
16	2013	2	332
17	2013	2	1039
18	2013	2	1063
19	2013	2	332
20	2013	2	395
21	2013	2	602
22	2013	2	1014
23	2013	2	824
24	2013	2	600
1	2013	3	5692
2	2013	3	13710
3	2013	3	1891
4	2013	3	5591
5	2013	3	4057
6	2013	3	1781
7	2013	3	677
8	2013	3	1153
9	2013	3	3843
10	2013	3	1580
11	2013	3	708
12	2013	3	2088
13	2013	3	771
14	2013	3	716
15	2013	3	9460
16	2013	3	654
17	2013	3	1288
18	2013	3	1000
19	2013	3	524
20	2013	3	316
21	2013	3	676
22	2013	3	561
23	2013	3	942
24	2013	3	638
1	2013	4	8001
2	2013	4	15426
3	2013	4	8451
4	2013	4	7281
5	2013	4	4617
6	2013	4	2479
7	2013	4	866
8	2013	4	1386
9	2013	4	4917
10	2013	4	1862
11	2013	4	936
12	2013	4	2659
13	2013	4	1032
14	2013	4	606
15	2013	4	10493
16	2013	4	672
17	2013	4	1407
18	2013	4	1623
19	2013	4	511
20	2013	4	549
21	2013	4	1083
22	2013	4	699
23	2013	4	860
24	2013	4	868
1	2013	5	8473
2	2013	5	13468
3	2013	5	8066
4	2013	5	7227
5	2013	5	4648
6	2013	5	2135
7	2013	5	1074
8	2013	5	1246
9	2013	5	4754
10	2013	5	1666
11	2013	5	829
12	2013	5	2652
13	2013	5	1133
14	2013	5	529
15	2013	5	10125
16	2013	5	486
17	2013	5	1633
18	2013	5	1364
19	2013	5	465
20	2013	5	294
21	2013	5	933
22	2013	5	914
23	2013	5	833
24	2013	5	877
1	2013	6	6728
2	2013	6	13151
3	2013	6	7391
4	2013	6	6095
5	2013	6	2928
6	2013	6	1982
7	2013	6	793
8	2013	6	1226
9	2013	6	4595
10	2013	6	1571
11	2013	6	564
12	2013	6	2428
13	2013	6	846
14	2013	6	603
15	2013	6	9502
16	2013	6	647
17	2013	6	1545
18	2013	6	1236
19	2013	6	415
20	2013	6	320
21	2013	6	795
22	2013	6	465
23	2013	6	858
24	2013	6	759
1	2013	7	6932
2	2013	7	14249
3	2013	7	2101
4	2013	7	7374
5	2013	7	4678
6	2013	7	2197
7	2013	7	1489
8	2013	7	1227
9	2013	7	5124
10	2013	7	2022
11	2013	7	762
12	2013	7	2849
13	2013	7	1313
14	2013	7	502
15	2013	7	9847
16	2013	7	1109
17	2013	7	1640
18	2013	7	1541
19	2013	7	365
20	2013	7	438
21	2013	7	829
22	2013	7	678
23	2013	7	1072
24	2013	7	993
1	2013	8	7999
2	2013	8	15713
3	2013	8	8295
4	2013	8	6504
5	2013	8	4638
6	2013	8	2035
7	2013	8	1098
8	2013	8	1152
9	2013	8	4644
10	2013	8	1568
11	2013	8	724
12	2013	8	2281
13	2013	8	1280
14	2013	8	518
15	2013	8	10863
16	2013	8	1193
17	2013	8	1536
18	2013	8	1578
19	2013	8	573
20	2013	8	330
21	2013	8	743
22	2013	8	843
23	2013	8	832
24	2013	8	763
1	2013	9	7648
2	2013	9	13129
3	2013	9	7786
4	2013	9	6770
5	2013	9	4963
6	2013	9	2327
7	2013	9	1299
8	2013	9	1097
9	2013	9	4973
10	2013	9	1307
11	2013	9	1117
12	2013	9	2463
13	2013	9	1126
14	2013	9	700
15	2013	9	10980
16	2013	9	977
17	2013	9	1705
18	2013	9	1702
19	2013	9	523
20	2013	9	441
21	2013	9	554
22	2013	9	1656
23	2013	9	1120
24	2013	9	822
1	2013	10	7952
2	2013	10	13635
3	2013	10	8213
4	2013	10	7489
5	2013	10	4864
6	2013	10	2374
7	2013	10	1048
8	2013	10	1125
9	2013	10	5036
10	2013	10	1749
11	2013	10	522
12	2013	10	2460
13	2013	10	1204
14	2013	10	791
15	2013	10	12035
16	2013	10	1544
17	2013	10	1699
18	2013	10	1560
19	2013	10	468
20	2013	10	417
21	2013	10	716
22	2013	10	1090
23	2013	10	963
24	2013	10	807
1	2013	11	6020
2	2013	11	10963
3	2013	11	1973
4	2013	11	6287
5	2013	11	4199
6	2013	11	1926
7	2013	11	1085
8	2013	11	957
9	2013	11	4388
10	2013	11	1029
11	2013	11	341
12	2013	11	2500
13	2013	11	1203
14	2013	11	571
15	2013	11	9513
16	2013	11	1149
17	2013	11	1266
18	2013	11	1878
19	2013	11	381
20	2013	11	454
21	2013	11	613
22	2013	11	937
23	2013	11	1006
24	2013	11	814
1	2013	12	5072
2	2013	12	7404
3	2013	12	5426
4	2013	12	5797
5	2013	12	2787
6	2013	12	1900
7	2013	12	795
8	2013	12	638
9	2013	12	2986
10	2013	12	1298
11	2013	12	292
12	2013	12	1650
13	2013	12	895
14	2013	12	307
15	2013	12	6963
16	2013	12	1469
17	2013	12	1287
18	2013	12	1431
19	2013	12	148
20	2013	12	290
21	2013	12	629
22	2013	12	683
23	2013	12	773
24	2013	12	438
1	2014	1	5553
1	2014	2	6438
1	2014	3	5775
1	2014	4	6472
1	2014	5	6961
1	2014	6	4618
1	2014	7	7161
1	2014	8	7235
1	2014	9	8389
1	2014	10	7542
1	2014	11	7455
1	2014	12	4775
2	2014	1	8961
2	2014	2	11991
2	2014	3	11041
2	2014	4	11932
2	2014	5	13814
2	2014	6	10836
2	2014	7	12760
2	2014	8	12237
2	2014	9	14885
2	2014	10	12209
2	2014	11	10947
2	2014	12	9717
3	2014	1	4066
3	2014	2	7393
3	2014	3	6863
3	2014	4	7010
3	2014	5	9216
3	2014	6	6708
3	2014	7	9159
3	2014	8	9162
3	2014	9	9674
3	2014	10	9318
3	2014	11	8366
3	2014	12	6663
4	2014	1	4286
4	2014	2	5174
4	2014	3	6739
4	2014	4	6157
4	2014	5	6498
4	2014	6	5418
4	2014	7	7611
4	2014	8	5793
4	2014	9	7091
4	2014	10	6853
4	2014	11	6860
